season_number,season_id,player_id,player_name,team_id,position,age,ovr,potential,origin_type,wage,match_form,state_score,contract_score,recent_match_score,fitness_score,match_load_score,match_rust_score,attribute_modifier_pct,stamina_modifier,fitness,fatigue,current_injury_severity,current_injury_part,current_injury_remaining_days,season_injuries,max_body_wear,max_body_wear_part,attribute_progress_total,attrs_at_20,recent_ratings,recent_minutes,matches,goals,assists,shots,shots_on_target,passes,passes_succ,key_passes,crosses,crosses_succ,tackles,tackles_succ,interceptions,clearances,blocks,average_rating
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,439c8705-7a44-420d-a07a-3499d435316b,萨诺斯 布拉沃,976b4430-e657-4fb2-b501-726b97cbad41,MF,23,63,C,generated,34238.0,NEUTRAL,1,-1,2,0,-1,0,0.004,-4.0,65,88,0,,0,0,0.0,hamstring,14.97,0,"[7.2, 8.4, 7.4]","[50, 50, 50]",15,7,2,25,14,351,322,8,1,0,37,28,31,13,17,8.51
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,adc029f7-7e01-48ee-89e4-e718ed8ccf66,唐伟海,1083c7d8-66db-4a3d-a58f-16fbdeff40a7,MF,30,41,B,generated,24640.0,GOOD,3,-1,4,0,-1,0,0.012,0.0,78,100,0,,0,0,0.0,hamstring,-11.44,0,"[6.7, 9.2, 8.1]","[50, 50, 50]",16,5,4,26,13,277,230,9,3,2,43,33,44,15,7,8.04
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,548cb0cd-65ef-456c-8f99-8b43f1062ca1,约斯泰因 埃克斯特伦,16a3b52a-ef2e-4887-8788-b125546e382e,MF,34,24,C,generated,50562.0,NEUTRAL,0,0,0,0,-1,0,0.0,-4.0,76,88,0,,0,1,0.0,hamstring,-11.54,0,"[6.9, 7.0, 6.6]","[50, 50, 50]",15,4,2,12,8,466,396,11,7,3,37,27,33,7,12,8.29
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,b9d7d0ff-6166-45bb-bd11-de7d979b9b1a,陈弘航,9f1ff63b-88ac-4322-951c-707bb80aaa55,MF,26,51,B,generated,26880.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,63,92,0,,0,0,0.0,hamstring,-12.4,0,"[6.7, 9.1, 6.4]","[50, 50, 50]",16,6,1,17,11,252,199,9,7,1,39,30,28,6,7,7.86
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,51de3284-d6f8-46cb-99ef-9a8ff4b384ca,康平 今井,77ad81d3-7804-4f3c-968c-034a706c0392,MF,22,71,C,generated,71250.0,GOOD,3,0,4,-1,-1,0,0.012,-10.0,73,68,0,,0,0,0.0,hamstring,17.07,0,"[8.0, 8.9, 7.9]","[50, 50, 50]",17,6,2,19,13,283,242,12,4,3,32,23,35,3,2,7.89
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,0b7f3913-37d1-437f-a7e2-fadf4c207889,钟宝彬,70b32aec-01ef-4fab-add6-ee27de1578ec,GK,28,47,D,generated,21465.0,LOW,-2,-1,-1,1,0,-2,-0.008,3.0,100,0,0,,0,0,0.0,hamstring,-10.97,0,[6.4],[50],1,0,0,0,0,7,7,0,0,0,0,0,0,0,0,6.4
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,b810f257-7262-48c1-b6eb-a34591a0ea31,乌戈 因扎吉,fbc4d906-4f13-41d9-8352-d7b213161f95,DF,32,36,A,generated,30240.0,LOW,-3,0,-3,0,-1,0,-0.012,-4.0,81,80,0,,0,0,0.0,hamstring,-10.46,0,"[6.3, 6.1, 5.1]","[50, 50, 50]",17,5,3,22,9,339,283,4,2,1,30,18,31,4,4,7.61
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,7aeb67e3-b1ad-4018-aa8c-0036a9c39251,曹祝,b049db5a-70c3-4065-b9bf-f5000efe1977,GK,31,59,D,generated,57342.0,LOW,-3,-1,-1,1,-1,-2,-0.012,3.0,100,0,0,,0,0,0.0,hamstring,-13.26,0,"[6.0, 6.0, 6.0]","[50, 50, 50]",6,0,0,0,0,24,17,0,0,0,0,0,0,0,0,6.1
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,ea545ace-74d2-4d31-8d0b-f7512eaa3e4e,浩二 冈本,1858af36-3b0d-4cac-befe-4cc8d07e6ff4,MF,25,60,C,generated,38475.0,GOOD,2,0,2,0,-1,0,0.008,0.0,78,92,0,,0,0,0.0,hamstring,3.18,0,"[7.8, 7.8, 7.1]","[50, 50, 50]",17,3,7,36,19,382,333,12,3,3,38,33,31,8,4,8.12
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,9fcdd3c5-f288-49fa-a1de-82656bcae209,钱嘉欣,d0bb12bc-87e1-4610-8088-30103a0a71cc,MF,18,62,C,generated,19084.0,GOOD,4,0,4,0,-1,0,0.016,0.0,92,86,0,,0,0,0.0,hamstring,18.95,0,"[6.9, 10.0, 8.4]","[50, 50, 50]",16,6,1,26,14,285,236,13,4,1,39,30,29,11,13,8.12
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,857f8396-3154-4f8d-8e70-b178b9b23592,凯恩 吉尔斯,3b22fc57-5803-49ea-a30c-76fa5eba389b,DF,29,62,B,generated,75880.0,GOOD,2,0,2,0,-1,0,0.008,0.0,72,99,0,,0,0,1.5,hamstring,-11.03,0,"[7.8, 6.7, 9.4]","[50, 50, 50]",15,3,4,31,15,314,249,9,7,5,32,31,35,4,5,7.81
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,323239c3-6796-47f5-9216-dceb57b700e7,毛绍卓,2ed9fbe1-4df9-401c-a565-f7023ed5c5c5,MF,28,45,B,generated,20720.0,LOW,-2,0,-1,1,-1,-2,-0.008,3.0,100,0,0,,0,0,0.0,hamstring,-8.93,0,"[6.6, 6.0, 6.0]","[50, 50, 50]",3,0,0,1,0,26,24,1,1,0,7,5,3,3,1,7.1
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,2cf42d0e-aeb3-4c25-a655-0a3bd311dc40,唐昊轩,dbc6242e-80d4-4488-8d19-d77f113edfe5,FW,24,58,D,generated,31544.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,68,84,0,,0,0,0.0,hamstring,15.37,0,"[10.0, 6.9, 6.9]","[50, 50, 50]",16,8,2,37,13,231,164,7,6,4,17,9,25,17,5,7.78
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,972dd96a-6fac-4bf7-b9c6-26f61696caed,李海豪,c4b6a9a5-35d8-4de8-a1ef-67eb323a7a17,DF,35,44,D,generated,0.0,LOW,-5,-1,-3,0,-1,-1,-0.02,0.0,100,2,0,,0,0,0.0,hamstring,-11.46,0,"[6.0, 5.9, 5.9]","[50, 50, 50]",7,0,0,3,2,22,17,0,0,0,2,2,1,1,0,6.2
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,2d868ff2-f42d-427e-85c8-6d5c2681ad5c,秀贤 初,8595dcbe-a41a-4a42-ba03-391260169528,MF,32,60,C,generated,59202.0,GOOD,4,0,4,0,-1,0,0.016,0.0,93,79,0,,0,0,0.0,hamstring,-8.14,0,"[9.8, 9.1, 8.6]","[50, 50, 50]",18,6,3,31,13,416,376,14,9,5,50,34,32,15,16,8.31
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,c599918d-80dc-438c-b9f4-ec1201a8adf8,奥利弗 彼得森,803c913e-9a3f-45f3-a8fd-4dd7eb462b85,DF,28,61,C,generated,71260.0,GOOD,2,0,2,0,-1,0,0.008,0.0,89,89,0,,0,0,1.5,ankle,-7.73,0,"[7.0, 7.2, 7.5]","[50, 50, 50]",17,3,0,25,11,389,330,2,3,1,43,39,34,3,11,7.74
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,c286d2b3-5c6e-41ff-8466-424ba27c2b21,尼古拉 莱蒙托夫,0f820c80-83c6-4701-be09-21b71fee1821,MF,21,64,C,generated,21129.0,GOOD,4,0,4,0,-1,0,0.016,0.0,72,92,0,,0,0,1.6,knee,15.75,0,"[8.1, 9.0, 7.2]","[50, 50, 50]",20,5,6,25,7,278,203,11,8,6,42,32,30,8,19,7.48
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,88f024aa-70e4-40cb-b208-27e1e871b70c,韩绪,b0793456-58ba-4443-a6d4-98f22633cd4d,MF,26,51,B,generated,26880.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,100,62,0,,0,0,0.0,hamstring,5.2,0,"[8.8, 6.5, 7.0]","[50, 50, 50]",16,2,3,30,7,269,221,13,8,4,41,33,45,4,3,7.64
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,90cad7bf-3db8-460f-918c-6694d2e05e40,智昊 朱,e6bc0aec-5ec5-4983-84ba-43bff76e786d,FW,18,66,C,generated,21599.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,73,92,0,,0,0,0.0,hamstring,19.39,0,"[10.0, 7.1, 9.6]","[50, 50, 50]",16,5,5,35,11,287,208,12,10,7,37,20,23,17,16,8.21
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,4345e38f-6a72-4063-9dcb-ccf20f94297d,费德里科 卡瓦列罗,055b35a5-8a42-4e56-b11a-e477f3df73a9,FW,24,49,C,generated,19613.0,LOW,-2,0,-1,0,-1,-1,-0.008,0.0,100,51,0,,0,0,0.0,hamstring,12.03,0,"[6.4, 5.9, 6.2]","[50, 50, 50]",5,1,1,2,1,32,21,4,3,2,1,1,3,1,1,7.0
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,e31dada3-0f0c-4b9f-8f1b-2b59a4775d69,加埃尔 科斯塔库塔,041b9632-c271-4530-b171-ba09755a44f5,MF,32,50,D,generated,20038.0,LOW,-2,-1,0,1,-1,-2,-0.008,3.0,100,2,0,,0,0,0.0,hamstring,-8.52,0,"[6.7, 6.3]","[50, 50]",2,0,0,0,0,15,14,0,0,0,2,1,1,0,0,6.5
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,02a14c5c-31d1-47ba-8567-59b02c676979,安浩杰,61da6de7-9809-405f-a0f0-230dfe9f04d7,FW,22,57,B,generated,21683.0,GOOD,2,0,2,0,-1,0,0.008,0.0,87,92,0,,0,0,0.0,hamstring,12.15,0,"[10.0, 6.6, 6.4]","[50, 50, 50]",17,9,7,32,14,293,231,11,5,4,31,20,20,14,9,8.22
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,44828255-0618-4720-8869-d0d97d045ca3,杰比尔 达乌德,3207adaf-2715-4f96-85b9-6be962186195,GK,23,52,D,generated,18353.0,LOW,-2,0,-1,-1,-1,0,-0.008,-10.0,63,68,0,,0,1,2.2,hamstring,13.33,0,"[6.4, 5.8, 6.5]","[50, 50, 50]",16,0,1,1,0,145,94,2,1,1,0,0,0,0,0,6.77
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,1777a674-7e17-4947-9c3c-49218949b238,谭峰峻,d0bb12bc-87e1-4610-8088-30103a0a71cc,MF,31,44,S,generated,13440.0,LOW,-3,-1,-1,1,-1,-2,-0.012,3.0,100,6,0,,0,0,0.0,hamstring,-14.36,0,"[6.3, 6.5, 6.6]","[50, 50, 50]",4,0,0,5,1,28,23,0,0,0,3,3,1,2,1,6.5
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,9ab431f2-1d26-4bec-8762-ecc58387005d,努尔 丁,1083c7d8-66db-4a3d-a58f-16fbdeff40a7,GK,27,52,B,generated,24453.0,LOW,-4,-1,-3,0,-1,0,-0.016,0.0,57,90,0,,0,0,3.5,ankle,-5.91,0,"[4.3, 6.0, 7.1]","[50, 50, 50]",16,0,0,0,0,205,152,0,0,0,0,0,0,0,0,6.38
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,11446a79-8083-4ab7-b77d-82b18aede466,扎卡里 迪特里希,38de5006-4f22-4736-acb9-c229a845b4ff,DF,24,57,B,generated,35340.0,NEUTRAL,0,0,0,0,-1,0,0.0,-4.0,60,100,0,,0,0,0.0,hamstring,13.03,0,"[6.8, 7.2, 7.2]","[50, 50, 50]",16,3,0,8,5,452,356,4,4,1,31,27,36,4,9,7.56
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,c464ab67-1c02-48a8-b205-862d1da87940,亚历山德罗 索托,b7c6819f-bbb4-44dc-822f-c9806b11595f,FW,30,41,D,generated,24432.0,GOOD,3,0,4,-1,-1,0,0.012,-10.0,69,82,0,,0,0,0.0,hamstring,-12.31,0,"[10.0, 7.4, 6.9]","[50, 50, 50]",16,4,2,20,9,238,164,6,7,3,27,16,18,20,4,7.17
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,a41a3704-2a8c-4804-8cdc-8989527d10af,格奥尔格 斯密特,1e6962e4-e8e0-44f5-a686-25d83b6b52f3,MF,30,60,C,generated,68400.0,GOOD,4,0,4,0,-1,0,0.016,0.0,78,95,0,,0,0,0.5,ankle,-10.15,0,"[8.3, 7.9, 9.5]","[50, 50, 50]",18,8,6,31,18,450,397,27,14,8,70,62,53,12,10,8.97
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,f8f622d3-087c-4263-8223-6495536a0761,万翠,4bfe0d3b-67f1-4138-a7c4-390858fd8805,MF,29,53,B,generated,28625.0,GOOD,4,0,4,0,-1,0,0.016,0.0,77,100,0,,0,0,2.5,shoulder,-12.53,0,"[8.6, 8.7, 8.4]","[50, 50, 50]",15,4,5,28,15,300,250,13,7,4,26,23,36,7,4,7.97
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,7ccddaba-638e-4487-811f-5c78e17df5d0,马尔科 卡尔亚金,21be93f7-899d-42db-8752-e2326eedcbff,DF,29,62,C,generated,58710.0,LOW,-2,0,-1,1,-1,-2,-0.008,3.0,100,10,0,,0,0,0.0,hamstring,-10.15,0,"[6.0, 6.4, 6.0]","[50, 70, 50]",3,0,0,0,0,12,9,0,0,0,1,1,0,0,0,6.13
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,41f8b9eb-ebf4-4549-ad82-bb51ec530b7a,阿尔巴诺 布拉沃,28a8529d-59aa-4cf8-93f6-0290aa0f0164,MF,18,70,C,generated,21599.0,GOOD,4,0,4,0,-1,0,0.016,0.0,87,99,0,,0,0,0.0,hamstring,14.7,0,"[8.2, 8.8, 10.0]","[50, 50, 50]",17,6,2,31,11,344,290,9,2,2,44,30,33,15,10,8.16
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,d1f4f3a2-6934-47e8-a610-0179c12b32a6,善 柳泽,04e7a40e-436a-40b6-adaf-ada18bd39ae0,DF,28,68,C,generated,81920.0,GOOD,2,0,2,1,-1,-1,0.008,3.0,100,35,0,,0,0,0.0,hamstring,-16.01,0,"[6.6, 8.5, 7.5]","[50, 50, 50]",8,1,3,8,1,153,129,3,1,1,28,23,13,0,2,7.6
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,caeecdf9-b377-45c1-85d1-151b2cb6899b,克里斯托弗 霍利,8759fd39-dce7-47a6-9745-e3945c439c06,DF,26,64,C,generated,57035.0,LOW,-4,-2,-1,1,-1,-2,-0.016,3.0,85,24,0,,0,0,4.5,ankle,2.81,0,"[6.6, 6.4, 6.0]","[50, 50, 50]",6,0,0,2,1,51,43,1,0,0,1,1,7,0,0,6.38
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,d7b5c1a3-55f7-45b6-a0c4-7cb6f3232016,伊阿宋 卡布里尼,a5d58fbb-fac6-4e65-8cd1-dac7a4e348c9,FW,20,69,C,generated,33768.0,GOOD,3,0,4,-1,-1,0,0.012,-10.0,52,90,0,,0,0,0.0,hamstring,27.91,0,"[10.0, 7.6, 7.8]","[50, 50, 50]",15,6,1,32,12,256,184,6,7,4,38,22,23,13,3,7.79
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,d13f13f6-43fa-4f82-b3f5-aa5881ad77b4,格奥尔格 巴乔,b7c6819f-bbb4-44dc-822f-c9806b11595f,DF,27,58,C,generated,35352.0,NEUTRAL,1,-2,4,-1,-1,0,0.004,-10.0,69,82,0,,0,0,0.0,hamstring,-8.86,0,"[9.5, 7.7, 8.5]","[50, 50, 50]",16,2,8,12,9,377,322,4,7,2,41,38,24,13,5,7.75
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,3c4a254e-c208-449a-807e-0fd0c74b1918,高弘文,1858af36-3b0d-4cac-befe-4cc8d07e6ff4,DF,33,34,D,generated,27162.0,NEUTRAL,-1,0,0,1,-1,-2,-0.004,3.0,100,6,0,,0,0,0.0,hamstring,-12.87,0,"[6.3, 7.1, 6.4]","[50, 50, 50]",17,3,4,18,9,354,301,8,3,1,33,23,29,7,9,7.55
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,4f0cc899-6566-4c57-88df-8aebeb6165e6,弗朗茨 克洛泽,a526aee6-5488-46d1-a979-07874e173c4f,DF,28,61,B,generated,54292.0,NEUTRAL,-1,0,0,-1,-1,0,-0.004,-10.0,39,100,0,,0,1,0.5,ankle,-7.98,0,"[6.2, 7.2, 7.2]","[50, 50, 50]",16,4,2,12,7,278,223,4,3,3,33,32,20,5,5,7.45
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,941d5972-50ed-4459-b7f0-458feb2c872a,长孙昊贞,0b8723d8-a5c8-4f57-ab73-9bf54762f2d8,MF,25,59,C,generated,46216.0,GOOD,2,0,2,0,-1,0,0.008,0.0,73,92,0,,0,0,0.0,hamstring,3.38,0,"[6.4, 8.1, 8.1]","[50, 50, 50]",16,3,8,15,9,213,175,9,5,2,36,30,21,15,9,7.84
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,279321f8-7c63-4d10-8e44-11d2dead9291,奎 集,8595dcbe-a41a-4a42-ba03-391260169528,MF,21,74,A,generated,47824.0,GOOD,4,0,4,0,-1,0,0.016,0.0,93,79,0,,0,0,0.0,hamstring,12.28,0,"[10.0, 8.6, 9.4]","[50, 50, 50]",18,7,4,28,12,385,349,11,7,5,42,30,36,18,17,8.32
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,44fc427d-1ec3-448f-a62d-1218dff9eb22,塞萨尔 洛佩斯,1e6962e4-e8e0-44f5-a686-25d83b6b52f3,MF,32,52,B,generated,77184.0,GOOD,2,0,2,0,-1,0,0.008,0.0,78,95,0,,0,0,0.5,ankle,-10.56,0,"[7.3, 6.8, 8.0]","[50, 50, 50]",18,8,4,28,15,359,323,8,0,0,44,37,32,13,5,8.12
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,7148a966-8c56-41b5-9214-a422241d867e,卢煜文,041b9632-c271-4530-b171-ba09755a44f5,DF,26,55,D,generated,32576.0,NEUTRAL,0,0,0,0,-1,0,0.0,0.0,86,86,0,,0,0,0.0,hamstring,-13.66,0,"[6.1, 8.6, 6.4]","[50, 50, 50]",16,2,2,6,4,267,192,4,3,2,37,29,25,8,4,7.16
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,d4f02afa-f17d-4b46-ae10-c338cc5133f3,武旦,38512b82-2e90-4f65-9c9b-a77c479c82c4,MF,26,52,D,generated,26468.0,LOW,-2,-1,0,1,-1,-2,-0.008,3.0,85,31,0,,0,0,4.5,shoulder,3.9,0,"[8.0, 6.1, 6.4]","[50, 50, 50]",4,1,0,3,2,23,20,0,1,0,2,2,1,0,0,6.8
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,bac7354e-dd5f-4206-ace2-8b6d7aec1c12,在赫 朋,951b4db0-f1dc-47cb-83a0-2d82aae97639,MF,30,43,C,generated,19936.0,LOW,-3,-1,-1,1,-1,-2,-0.012,3.0,88,20,0,,0,0,3.5,quadriceps,-12.46,0,"[6.1, 6.3, 6.7]","[50, 50, 50]",1,0,0,1,0,4,3,1,1,1,1,0,0,0,0,6.1
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,c1468391-3b69-4fec-812f-d05e497dfddf,祐介 若林,2c37c730-baba-44ab-928e-6da4e2dc0635,MF,21,65,C,generated,24013.0,GOOD,4,0,4,0,-1,0,0.016,0.0,91,91,0,,0,0,0.0,hamstring,16.77,0,"[7.8, 7.8, 10.0]","[50, 50, 50]",16,5,0,25,11,257,220,7,3,2,33,25,39,12,10,7.93
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,cb90eaea-3971-4800-b91d-7373f193b8a3,基 解,365ef963-cdaa-4edc-82cb-4f0731ee52c5,DF,24,64,C,generated,51442.0,NEUTRAL,1,0,2,-1,-1,0,0.004,-10.0,45,100,0,,0,0,0.0,hamstring,11.02,0,"[7.0, 8.9, 6.9]","[50, 50, 50]",17,9,2,31,15,342,285,6,3,1,43,39,25,15,7,8.16
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,558af16f-8625-4b3a-971a-333d933d3b86,梁涛榕,a4a60a8f-1770-455e-af4e-57cba53e5a94,MF,32,41,D,generated,18232.0,NEUTRAL,-1,-1,0,0,-1,0,-0.004,0.0,76,100,0,,0,0,0.0,hamstring,-8.97,0,"[6.8, 7.4, 7.0]","[50, 50, 50]",16,4,1,22,12,250,204,8,5,3,40,31,37,9,3,7.7
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,2ee69291-06e6-4ec5-a0f7-433b06353924,尹芝,15abc4c1-d514-4c06-af26-bc8dbd84d72b,GK,24,58,C,generated,33371.0,LOW,-2,0,-1,1,-1,-2,-0.008,3.0,100,0,0,,0,0,0.0,hamstring,11.12,0,"[5.4, 5.8, 6.8]","[50, 50, 50]",16,0,1,0,0,146,90,1,0,0,0,0,0,0,0,6.83
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,3726d1a1-e2be-4782-927d-7c19d7b6bd05,吴贵涛,70e71305-3284-4356-ac1b-237136249a53,FW,18,51,D,generated,10127.0,NEUTRAL,0,-1,2,-1,-1,0,0.0,-10.0,53,92,0,,0,0,0.0,hamstring,17.49,0,"[8.2, 6.9, 7.6]","[50, 50, 50]",15,5,4,24,10,169,104,11,3,0,27,15,36,11,5,7.39
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,53a9165f-d0ab-4273-b4f9-fe5b86adb8d0,诸葛晨伟,bba234e1-2411-4af3-8860-f2597ff7ca81,MF,19,75,B,generated,51300.0,GOOD,3,0,4,-1,-1,0,0.012,-10.0,63,66,0,,0,0,0.0,hamstring,22.74,0,"[7.2, 7.5, 9.4]","[50, 50, 50]",15,3,1,26,11,326,290,5,6,3,30,24,31,8,10,7.73
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,bb36d51d-161c-449b-a583-88b3b9dc1ddb,泰熙 必,b0cbc676-9ba1-4448-b183-6ffad6681610,GK,29,62,C,generated,66170.0,NEUTRAL,-1,0,-1,0,-1,0,-0.004,-4.0,72,68,0,,0,0,0.0,hamstring,-10.41,0,"[5.5, 6.6, 6.6]","[50, 50, 50]",18,0,2,0,0,260,184,2,0,0,0,0,0,0,0,6.9
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,67a5b5e6-dbd3-4dd6-aa5f-1d53d840703a,内维奥 阿尔瓦雷斯,bb267714-6d72-4dbb-86d8-c73b446b9585,MF,29,50,C,generated,24480.0,NEUTRAL,1,0,2,-1,-1,0,0.004,-10.0,40,100,0,,0,0,0.5,quadriceps,-13.72,0,"[6.7, 7.3, 8.7]","[50, 50, 50]",17,13,9,45,27,342,310,19,7,6,51,42,32,10,8,8.84
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,4b86fba5-166f-4fe8-beae-5792dbebcdbb,黄驿,3207adaf-2715-4f96-85b9-6be962186195,MF,30,38,C,generated,23072.0,NEUTRAL,-1,0,-1,0,-1,0,-0.004,-4.0,78,88,0,,0,0,0.0,hamstring,-12.03,0,"[7.2, 6.5, 5.4]","[50, 50, 50]",16,5,2,18,9,243,179,6,4,2,36,27,29,12,14,7.79
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,df9e6fdc-8fb2-4c33-8802-fafbb15a3aa3,米赛尔 布彻,d219ce89-2957-40d0-9f5a-e0a891bc333b,MF,22,66,C,generated,48735.0,GOOD,2,0,2,0,-1,0,0.008,-4.0,85,74,0,,0,0,0.0,hamstring,15.3,0,"[7.7, 8.4, 7.4]","[50, 50, 50]",15,6,4,25,12,249,198,16,5,5,32,28,34,11,4,7.82
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,d9849f0d-fc75-4eb4-a76e-dc425b3142ff,兰布罗斯 弗洛雷斯,52c3daef-aa0c-476c-a47f-f31fde928c2e,DF,24,56,C,generated,27153.0,GOOD,2,0,2,0,-1,0,0.008,0.0,70,94,0,,0,1,0.0,hamstring,12.81,0,"[10.0, 6.8, 7.1]","[50, 50, 50]",15,3,2,15,7,380,328,4,4,1,44,39,38,10,6,8.15
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,9362bd9f-8465-4c75-8539-3ed0c4d0f9cf,裕 根岸,15abc4c1-d514-4c06-af26-bc8dbd84d72b,MF,24,63,B,generated,41789.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,64,90,0,,0,1,0.0,hamstring,13.78,0,"[9.1, 8.6, 8.2]","[50, 50, 50]",16,3,1,32,11,271,231,10,4,4,50,40,42,7,8,7.94
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,ba1ff906-5f98-43a1-8c20-da814037f294,郭毅文,1de41b99-2b1c-4d28-afcb-d5a2f97cc940,FW,27,56,D,generated,35223.0,GOOD,3,-1,4,0,-1,0,0.012,0.0,99,74,0,,0,0,0.0,hamstring,-8.34,0,"[9.3, 7.5, 8.2]","[50, 50, 50]",19,15,4,46,22,290,195,18,12,10,37,23,35,14,8,8.18
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,6f1707c4-5bc2-42d8-b815-3bc69eb7d395,梁擎杰,38de5006-4f22-4736-acb9-c229a845b4ff,FW,19,62,C,generated,18413.0,GOOD,4,0,4,0,-1,0,0.016,-4.0,60,100,0,,0,0,0.0,hamstring,20.27,0,"[7.5, 9.6, 9.1]","[50, 50, 50]",16,9,4,33,17,368,262,11,8,7,39,24,26,21,13,8.18
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,8671ce16-b952-4a3a-8605-e049053e792a,泰 曹,15abc4c1-d514-4c06-af26-bc8dbd84d72b,DF,28,61,C,generated,45815.0,LOW,-3,-2,0,1,-1,-2,-0.012,3.0,100,0,0,,0,0,0.0,hamstring,-7.0,0,"[6.4, 7.4, 6.1]","[50, 50, 50]",3,0,0,0,0,22,19,0,0,0,2,2,1,1,1,6.63
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,6951305b-a386-416e-a6de-239a212beae7,侯郎,2c10fa17-bf00-4512-861b-ecdf01df0f03,DF,22,52,D,generated,18700.0,NEUTRAL,-1,-1,0,0,-1,0,-0.004,0.0,83,91,0,,0,0,0.0,hamstring,15.27,0,"[7.2, 7.8, 6.0]","[50, 50, 50]",15,1,2,9,4,317,274,1,3,0,24,20,21,5,7,7.25
1,51f84adf-9db3-48e2-87fd-fcc817a5c8a0,d2e0e00f-a147-48e1-bc1b-abdee5b2795a,碧 佐藤,2f797ba9-e2f6-4a98-9622-bd4d191f4ae8,FW,21,68,C,generated,28384.0,GOOD,4,0,4,0,-1,0,0.016,0.0,74,100,0,,0,0,0.2,quadriceps,13.69,0,"[8.3, 10.0, 10.0]","[50, 50, 50]",17,6,0,24,10,233,157,8,5,3,34,14,25,17,8,7.42
